"","Order_Number","Sex","Age","Age_Group","Price","Monthly_Install","Delivery","CB","CB_Class","SP","SP_Class","Payment","Previous_Contracts","Periods","Overdue","default","Previous_Contracts_YN"
"4909",542748,"Female",50,"50s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4911",542930,"Female",45,"40s",2394000,319200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4912",542739,"Female",45,"40s",1554000,207200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4915",544430,"Male",45,"40s",1554000,207200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4916",542730,"Male",45,"40s",3354000,447200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4917",544439,"Female",42,"40s",2154000,287200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4918",542721,"Female",60,"60s",1554000,207200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4920",542982,"Male",43,"40s",2394000,319200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4921",542717,"Male",43,"40s",3354000,447200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4922",542713,"Female",40,"40s",3354000,447200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4923",542701,"Male",54,"50s",3354000,447200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4925",542886,"Female",49,"40s",3534000,471200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4926",542687,"Female",49,"40s",2634000,351200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4927",543032,"Female",45,"40s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4928",542654,"Female",45,"40s",1674000,223200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4929",542621,"Female",55,"50s",2394000,319200,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,8,0,"No","No"
"4930",542881,"Female",62,"60s",3414000,455200,"Install",7,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4931",542615,"Female",62,"60s",2994000,399200,"Install",7,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4932",542614,"Male",39,"30s",2994000,399200,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4933",542595,"Female",54,"50s",2154000,323100,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,9,0,"No","No"
"4934",543022,"Female",59,"50s",2154000,287200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4935",542588,"Female",59,"50s",1554000,207200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4936",542569,"Male",51,"50s",1554000,207200,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4937",542565,"Male",52,"50s",1554000,207200,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4939",545171,"Female",60,"60s",2274000,303200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4940",542563,"Female",60,"60s",1674000,223200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4941",542551,"Female",52,"50s",2394000,319200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4942",542544,"Female",51,"50s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4943",542542,"Female",49,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4944",542511,"Male",48,"40s",3534000,471200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4945",542868,"Female",45,"40s",1614000,215200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4946",542507,"Female",45,"40s",1974000,263200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4948",542506,"Female",40,"40s",2394000,319200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4949",543028,"Female",48,"40s",2994000,349300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4951",544224,"Female",46,"40s",2334000,311200,"Install",2,"CB.Class 1",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4952",542496,"Female",46,"40s",2394000,319200,"Install",2,"CB.Class 1",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4953",542492,"Male",58,"50s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4954",544208,"Female",49,"40s",2394000,319200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4956",542482,"Female",53,"50s",1554000,207200,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4957",542468,"Female",54,"50s",3774000,503200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4958",542450,"Female",56,"50s",2994000,399200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4959",543029,"Female",47,"40s",1554000,207200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4960",542449,"Female",47,"40s",2394000,319200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4961",545191,"Female",49,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4962",542410,"Female",41,"40s",2394000,319200,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",1,8,0,"No","Yes"
"4965",542940,"Male",34,"30s",3354000,447200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4966",542403,"Male",34,"30s",3534000,471200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4969",543058,"Female",37,"30s",2634000,307300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4970",542387,"Female",37,"30s",2994000,349300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4972",543018,"Female",34,"30s",1614000,215200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4973",542376,"Female",34,"30s",2034000,271200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4974",542344,"Male",54,"50s",1554000,207200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4975",542339,"Female",54,"50s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4976",542336,"Female",58,"50s",3774000,503200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4977",543047,"Male",50,"50s",3354000,447200,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4978",543046,"Male",50,"50s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4980",542327,"Female",53,"50s",2394000,319200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4981",542875,"Male",46,"40s",2034000,271200,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4982",542310,"Male",46,"40s",1554000,207200,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4983",542864,"Male",34,"30s",2394000,0,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,8,"Yes","No"
"4985",543023,"Male",49,"40s",2574000,343200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4986",542296,"Male",49,"40s",1674000,223200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4987",542251,"Female",66,"60s",3534000,471200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4989",542921,"Male",59,"50s",2394000,319200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4990",542229,"Male",59,"50s",1554000,207200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4991",542227,"Female",42,"40s",2394000,319200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4992",542218,"Male",66,"60s",2154000,287200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4994",543121,"Female",57,"50s",2574000,343200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4995",542212,"Female",57,"50s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4998",544495,"Female",67,"60s",1554000,207200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4999",542197,"Female",67,"60s",2154000,287200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"5001",544504,"Female",59,"50s",2994000,399200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5002",542150,"Female",59,"50s",4374000,583200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5004",542924,"Male",44,"40s",2394000,319200,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,8,0,"No","No"
"5005",542147,"Male",44,"40s",2994000,399200,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,8,0,"No","No"
"5006",544204,"Male",50,"50s",2994000,399200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5007",542097,"Male",50,"50s",2034000,271200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5010",549766,"Female",47,"40s",2214000,295200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5011",542075,"Female",47,"40s",4134000,551200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5012",542068,"Female",45,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5013",542874,"Female",48,"40s",2034000,271200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5014",542040,"Female",48,"40s",2994000,399200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5016",544280,"Female",50,"50s",2154000,287200,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5017",542038,"Female",50,"50s",1554000,207200,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"5018",543049,"Male",47,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5019",542028,"Male",47,"40s",2334000,311200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5020",542020,"Female",45,"40s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5021",542013,"Female",55,"50s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"5022",541996,"Female",47,"40s",2154000,287200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5023",547735,"Female",50,"50s",1554000,181300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"5024",541928,"Female",50,"50s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"5025",541918,"Female",59,"50s",3534000,471200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5026",541894,"Female",68,"60s",2994000,399200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5027",547695,"Female",68,"60s",2214000,295200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"5028",541866,"Female",68,"60s",3114000,415200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"5029",541843,"Female",36,"30s",3534000,471200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5034",543134,"Male",40,"40s",1614000,215200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"5035",541739,"Male",49,"40s",3534000,471200,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"5036",541737,NA,NA,NA,2034000,271200,NA,5,NA,2,NA,NA,NA,8,0,"No",NA
